ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
564,11,11,3,2739,7870,7894,3154,1116,1623,1049,617,524,549,580,302,175,0.11,1502,817,1801,3097,1448,731,647,208,428,192,6,21,0,0,4,0,0,0,2,1.31676,0,2739,564,24
565,11,11,3,2129,5240,5239,2285,650,1479,563,488,608,470,307,185,23,0.19,976,381,558,2325,1128,847,63,163,266,149,9,326,0,0,4,0,0,0,1,1.53135,0,2129,565,-1
566,11,11,3,2477,6027,6028,2064,305,2172,934,799,544,200,1079,424,110,0.35,1100,256,643,1393,1854,1882,265,151,339,148,0,197,0,0,4,0,0,0,1,1.17968,0,2477,566,1
567,11,11,3,2092,7141,7253,2791,629,1463,919,661,357,155,444,173,222,0.13,1279,556,1732,2479,1744,742,109,80,207,504,9,370,0,0,4,0,0,0,3,1.35171,0,2092,567,112
568,11,11,3,2132,8155,8175,2989,1383,749,887,496,519,230,345,269,28,0.1,644,698,2078,3070,1683,646,138,108,190,33,6,169,0,0,4,0,0,0,3,1.46314,0,2132,568,20
569,11,11,3,1014,4506,4512,1471,822,192,299,363,271,81,148,113,10,0.07,98,446,1408,1631,788,239,3,0,85,4,6,0,0,0,3,0,0,0,3,1.56151,0,1014,569,6
570,11,11,3,1102,4460,4471,1494,555,547,455,260,250,137,145,104,19,0.09,357,427,1175,1726,816,327,163,63,106,11,6,8,0,0,3,0,0,0,3,1.64618,0,1102,570,11
571,11,11,3,844,3975,3985,1312,790,54,271,168,255,150,284,156,8,0.1,149,316,1135,1359,883,292,19,8,50,49,6,17,0,0,4,0,0,0,3,1.35366,0,844,571,10
572,11,11,3,926,4446,4453,1526,904,22,306,168,271,181,377,196,54,0.11,444,325,1177,1572,995,384,3,28,307,86,9,11,0,0,4,2488.62354,0,0,3,1.27951,0,926,572,7
573,11,11,3,989,3894,3939,1548,982,7,223,165,290,311,340,215,5,0.12,46,216,855,1319,1188,361,0,6,22,9,9,0,0,0,4,0,0,0,3,1.21383,0,989,573,45
574,11,11,3,1189,4426,4493,1378,599,590,524,324,250,91,284,161,22,0.11,254,343,1043,1644,1064,399,29,11,159,49,6,0,0,0,4,0,0,0,3,1.37858,0,1189,574,67
575,11,11,3,926,4009,4058,1460,919,7,175,128,310,313,410,155,29,0.11,349,230,1028,1347,1131,322,58,23,203,27,6,32,0,0,4,0,0,0,3,1.35754,0,926,575,49
576,11,11,3,1100,4693,4743,1814,1100,0,206,258,340,296,267,227,29,0.12,303,296,1130,1573,1347,397,29,32,93,92,3,54,0,0,4,0,0,0,3,1.26636,0,1100,576,50
577,11,11,3,1063,5038,5101,1939,983,80,306,273,322,162,232,199,21,0.11,137,362,1358,1793,1173,415,10,3,121,0,3,0,0,0,3,0,0,0,3,1.32229,0,1063,577,63
578,11,11,3,2340,8594,8594,3398,858,1482,845,547,756,192,268,218,45,0.07,313,787,2137,3682,1517,471,19,52,168,60,3,11,0,0,3,0,0,0,3,1.5096,0,2340,578,0
579,11,11,3,756,2448,2483,990,386,370,354,252,105,45,437,62,82,0.1,1086,205,650,865,581,182,211,103,101,356,3,312,0,0,4,0,0,0,3,1.51725,0,756,579,35
580,11,11,3,1062,4618,4619,1599,264,798,519,300,162,81,201,72,82,0.09,626,468,1481,1649,703,318,18,107,117,146,3,235,0,0,3,0,0,0,3,1.58694,0,1062,580,1
581,12,12,3,1127,5256,5263,1804,644,483,442,303,228,154,214,141,6,0.1,387,437,1456,1852,1112,406,104,31,170,50,2,30,0,0,3,0,0,0,3,1.62521,0,1127,581,7
582,12,12,3,1758,6733,6916,2554,1052,706,632,536,490,100,353,273,40,0.14,1429,561,1773,2383,1401,798,425,236,562,73,1,132,0,0,4,0,0,0,3,1.47282,0,1758,582,183
583,12,12,3,1405,6036,6069,2521,1059,346,417,271,434,283,617,333,199,0.13,3735,423,1567,2006,1447,626,1316,1597,689,70,1,62,0,0,4,137.49146,0,0,3,1.39469,0,1405,583,33
584,12,12,3,864,4294,4312,1365,609,255,265,216,239,144,424,184,182,0.12,831,319,1064,1496,1023,410,136,221,329,77,1,67,0,0,4,0,0,0,3,1.19718,0,864,584,18
585,12,12,3,915,4911,4916,1691,826,89,241,275,218,181,187,138,19,0.1,373,393,1469,1714,979,361,188,30,81,34,2,38,0,0,3,0,0,0,3,1.53707,0,915,585,5
586,12,12,3,1157,6458,6462,2055,1157,0,321,278,357,201,274,196,78,0.1,357,540,1868,2218,1358,478,149,10,177,11,2,8,0,0,4,2276.0415,0,0,3,1.35831,0,1157,586,4
587,12,12,3,372,2173,2182,800,371,1,94,55,157,66,93,84,9,0.1,60,190,601,791,424,176,0,37,19,0,1,3,0,0,4,0,0,0,3,1.32799,0,372,587,9
588,12,12,3,1227,6423,6433,1754,962,265,455,257,273,242,248,209,18,0.11,212,467,1921,2025,1460,560,20,4,143,18,2,25,0,0,4,0,0,0,3,1.42413,0,1227,588,10
589,12,12,3,1345,5991,5991,2535,1056,289,356,342,348,299,256,157,27,0.11,372,456,1645,2125,1220,545,97,31,175,46,2,21,0,0,4,0,0,0,3,1.5433,0,1345,589,0
590,12,12,3,887,4271,4271,1503,605,282,341,166,237,143,180,70,60,0.09,123,377,1339,1476,777,302,52,0,66,0,2,3,0,0,4,0,0,0,3,1.50217,0,887,590,0
591,12,12,3,1901,8283,8363,2750,1364,537,849,422,400,230,357,251,61,0.12,784,805,2338,2997,1413,810,93,148,334,132,2,75,0,0,4,0,0,0,3,1.46555,0,1901,591,80
592,12,12,3,1246,4739,4741,1641,844,402,527,317,259,143,293,129,4,0.14,296,404,1151,1622,997,567,27,117,70,54,2,26,0,0,4,0,0,0,3,1.60505,0,1246,592,2
593,12,12,3,849,2880,2992,1004,496,353,425,222,159,43,335,104,185,0.16,2962,245,627,1106,614,400,141,447,331,1364,2,677,0,0,4,0,0,0,3,1.51516,0,849,593,112
594,12,12,3,1337,5384,5462,1980,858,479,415,415,296,211,190,156,21,0.1,344,470,1468,1989,1138,397,8,105,143,41,1,46,0,0,3,0,0,0,3,1.51073,0,1337,594,78
595,12,12,3,2292,6825,7082,2458,496,1796,1340,508,370,74,275,148,65,0.21,1784,584,1470,2333,1375,1320,115,136,1396,95,5,37,0,0,3,0,0,0,3,1.82789,0,2292,595,257
596,12,12,3,724,2718,2725,962,547,177,256,186,179,103,298,111,92,0.13,675,174,703,854,725,269,254,61,321,26,1,12,0,0,3,5029.24756,0,0,3,1.27066,0,724,596,7
597,12,12,3,1360,5076,5088,1721,276,1084,722,290,269,79,222,110,108,0.1,1080,376,1452,1705,1186,369,98,225,229,190,1,337,0,0,3,0,0,0,3,1.51085,0,1360,597,12
598,12,12,3,1982,6906,6936,3290,1849,133,273,334,629,746,517,267,155,0.14,1261,409,1384,2349,2070,724,190,327,156,138,1,449,0,0,4,0,0,0,3,1.30792,0,1982,598,30
599,12,12,3,1364,4818,4839,2097,1249,115,237,222,498,407,291,230,12,0.12,32,319,968,1751,1357,444,0,8,16,0,0,8,0,0,4,0,0,0,3,1.24645,0,1364,599,21
600,12,12,3,1189,4402,4429,1977,1189,0,220,216,342,411,288,277,3,0.14,146,284,911,1434,1334,466,14,40,59,22,1,10,0,0,4,0,0,0,3,1.19141,0,1189,600,27
601,12,12,3,2296,7061,7062,3135,1783,513,332,284,690,990,544,217,121,0.12,576,605,1105,3128,1573,651,22,269,95,61,1,128,0,0,4,0,0,0,3,1.32934,0,2296,601,1
602,12,12,3,695,2243,2343,895,30,665,239,244,169,43,360.39999,68,167,0.15,2687,169,445,772,677,280,114,423,334,1011,17,788,0,0,4,0,0,0,3,1.55946,0,695,602,100
603,12,12,3,106,341,358,136,5,101,36,37,26,7,399.20001,10,305,0.15,4761,26,68,118,103,43,202,750,592,1791,30,1396,0,0,3,0,0,0,3,1.56576,0,106,603,17
604,12,12,3,762,2458,2566,980,33,729,262,267,186,47,317,74,217,0.15,4021,185,487,846,742,306,170,633,500,1513,26,1179,0,0,4,0,0,0,3,1.642,0,762,604,108
605,12,12,3,3804,10961,11004,4720,1953,1851,997,629,1091,1087,1133,321,480,0.09,17996,948,1904,5137,2295,720,706,1445,858,1915,2,13070,0,0,3,0,0,0,3,2.09777,0,3804,605,43
606,12,12,3,1258,4405,4418,1874,1173,85,230,256,465,307,499,185,243,0.14,3512,292,935,1481,1237,473,162,1164,406,435,0,1345,0,0,4,0,0,0,3,1.42691,0,1258,606,13
607,12,12,3,2110,5822,7906,2649,612,1498,505,681,611,313,642,130,474,0.06,3130,364,1009,4839,1396,298,183,608,422,620,5,1292,0,0,4,0,0,0,3,1.34463,0,2110,607,2084
608,12,12,3,527,1455,1977,662,153,374,126,170,153,78,810.90002,32,712,0.06,9556,91,252,1210,349,75,557,1856,1288,1894,14,3947,0,0,4,0,0,0,3,1.49441,0,527,608,522
609,12,12,3,1451,5086,5092,2086,1445,6,75,298,302,776,461,312,113,0.14,2930,305,1066,1634,1573,514,199,830,593,1191,0,117,0,0,4,3332.03149,0,0,3,1.3991,0,1451,609,6
610,12,12,3,672,1714,1714,754,533,139,233,67,174,198,147,49,33,0.23,397,126,232,625,369,362,106,136,57,53,0,45,0,0,4,0,0,0,3,1.46417,0,672,610,0
611,12,12,3,1654,5760,5767,2419,1422,232,441,318,494,401,434,302,72,0.15,1530,390,1218,1929,1556,674,111,239,527,350,0,303,0,0,4,0,0,0,3,1.33781,0,1654,611,7
612,12,12,3,2075,5924,5924,2463,708,1367,628,383,501,563,442,176,152,0.13,2411,463,809,2657,1402,593,123,346,396,676,0,870,0,0,4,0,0,0,3,1.52309,0,2075,612,0
613,12,12,3,997,3661,3673,1310,558,439,337,140,298,222,218,164,35,0.15,326,242,782,1289,913,447,67,21,176,32,0,30,0,0,4,0,0,0,2,1.28467,0,997,613,12
614,12,12,3,1316,4728,4734,1874,1248,68,243,231,336,506,410,249,132,0.13,687,286,956,1622,1401,469,89,121,277,161,0,39,0,0,4,0,0,0,3,1.18818,0,1316,614,6
615,12,12,3,1337,4548,4555,1956,1150,187,209,275,330,523,4186,519,23,0.11,617,260,1020,1421,1516,338,15,295,116,73,50,68,0,0,4,0,0,0,1,1.09059,0,1337,615,7
616,12,12,3,1272,4890,4901,1987,810,462,348,293,294,337,242,127,73,0.1,918,375,1109,1807,1244,366,70,7,788,5,0,48,0,0,4,0,0,0,2,1.51524,0,1272,616,11
617,12,12,3,1273,4872,4882,2016,657,616,396,384,333,160,258,147,59,0.11,662,356,1218,1758,1145,405,47,194,342,63,0,16,0,0,4,0,0,0,3,1.44231,0,1273,617,10
618,12,12,3,741,2696,2695,1098,722,19,113,139,270,219,2260,385,8,0.12,164,180,636,826,824,229,0,0,42,14,47,61,0,0,4,0,0,0,1,1.03308,0,741,618,-1
619,12,12,3,1502,5114,5117,2144,1488,14,233,192,430,647,298,221,30,0.13,317,355,1109,1668,1496,489,0,88,184,5,0,40,0,0,4,0,0,0,2,1.30169,0,1502,619,3
620,12,12,3,1056,3580,3591,1584,976,80,63,191,392,410,282,105,94,0.12,980,270,738,1280,974,329,221,254,416,41,0,48,0,0,4,0,0,0,3,1.41868,0,1056,620,11
621,12,12,3,1191,4423,4432,1794,937,254,325,246,325,295,265,158,61,0.14,401,333,949,1475,1179,496,131,37,121,94,0,18,0,0,4,0,0,0,3,1.32352,0,1191,621,9
622,12,12,3,1495,5430,5450,2369,1396,99,210,306,463,516,336,286,49,0.12,368,335,1172,1793,1669,481,0,53,255,33,0,27,0,0,4,0,0,0,2,1.22392,0,1495,622,20
623,12,12,3,1951,6647,6665,3081,1823,128,290,340,751,570,399,348,16,0.11,138,426,1476,2273,2004,486,4,26,50,44,0,14,0,0,4,0,0,0,2,1.2281,0,1951,623,18
624,12,12,3,823,2875,2903,1238,823,0,120,113,249,341,234,154,6,0.14,69,187,566,877,976,297,0,20,3,27,1,18,0,0,4,0,0,0,3,1.22748,0,823,624,28
625,12,12,3,1510,5338,5347,2407,1147,363,325,338,511,336,328,220,25,0.13,477,308,1073,1975,1455,536,146,60,201,21,2,47,0,0,4,0,0,0,3,1.35575,0,1510,625,9
626,12,12,3,1257,4624,4650,1916,1248,9,175,186,503,393,355,292,62,0.14,340,282,1015,1456,1414,483,0,24,225,15,0,76,0,0,4,2258.71143,0,0,2,1.1642,0,1257,626,26
627,12,12,3,1709,5543,5563,2276,1386,323,401,336,493,479,421,300,42,0.15,932,321,1069,1786,1746,641,168,314,347,47,1,55,0,0,4,0,0,0,3,1.29371,0,1709,627,20
628,12,12,3,1460,4413,4416,1893,1423,37,308,269,350,533,4328,822,103,0.19,527,208,818,1208,1492,690,10,41,314,95,9,58,0,0,4,0,0,0,1,1.00385,0,1460,628,3
629,12,12,3,1632,4755,4779,1901,1443,189,483,282,406,461,739,569,52,0.22,516,245,799,1340,1494,901,27,177,185,72,2,53,0,0,4,0,0,0,1,1.06523,0,1632,629,24
630,12,12,3,2212,7718,7883,2917,1890,322,806,475,556,375,407,369,31,0.16,721,506,1693,2534,2145,1005,137,112,308,71,2,91,0,0,3,0,0,0,3,1.31319,0,2212,630,165
631,12,12,3,1329,4464,4477,1896,1023,306,174,307,375,473,252,171,24,0.11,519,341,958,1581,1243,354,37,63,392,9,1,17,0,0,4,0,0,0,3,1.4059,0,1329,631,13
632,12,12,3,1480,4955,4979,2061,1025,455,425,274,471,310,379,247,96,0.17,979,335,885,1663,1389,707,450,176,247,49,7,50,0,0,4,0,0,0,3,1.2692,0,1480,632,24
633,12,12,3,2303,8699,8741,3208,1755,548,923,534,512,334,478,376,101,0.16,1283,677,2052,2934,1917,1161,68,194,858,115,7,41,0,0,4,1626.73547,0,0,3,1.32754,0,2303,633,42
